id,age,sex,What is your sex?-TEXT,ori,What is your sexual orientation?-TEXT,asian,black,hispanic,native,hawaii,white,other,preferno,language,zip,educ,momeduc,dadeduc,poli,eatmeat,oftmeat,likemeat,goodappear,ethic,environ,goodhealth,partner,cost,avail,taste,badappear,badhealth,percentmeat,percentveg,percentvegan,percentother,compare_point,accurate,admirable,alert,ambitious,amiable,amusing,attentive,capable,cautious,cheerful,clean-cut,clever,competent,composed,confident,considerate,constructive,cool-headed,cooperative,cordial,courteous,cultured,curious,decent,dependable,direct,disciplined,educated,emotional,energetic,enthusiastic,ethical,forgiving,good,grateful,happy,healthy,helpful,honest,honorable,hopeful,humorous,independent,inquisitive,intellectual,kind,lighthearted,likable,logical,mathematical,mature,modest,moral,observant,optimistic,original,outgoing,outstanding,passionate,patient,persistent,persuasive,philosophical,pleasant,positive,practical,proficient,progressive,prompt,punctual,purposeful,rational,refined,relaxed,reliable,responsible,righteous,sensible,skillful,sophisticated,strong-minded,studious,tactful,talkative,tender,thorough,thoughtful,tolerant,tough,trustful,trusting,truthful,understanding,venturesome,well-mannered,wellread,well-spoken,wholesome,witty,absent-minded,abusive,aggressive,aimless,angry,authoritative,bad,bashful,belligerent,boastful,boring,bossy,bragging,careless,cold-hearted,conceited,cruel,cunning,cynical,disagreeable,disturbed,dominating,egotistical,fearful,finicky,foolish,frivolous,frustrated,gloomy,gossipy,greedy,grouchy,gullible,high-strung,hostile,hypochondriac,ill-mannered,ill-tempered,impolite,indifferent,inhibited,insolent,insulting,irresponsible,irritating,jealous,jumpy,lackingimagination,loud-mouthed,maladjusted,malicious,materialistic,meddlesome,mediocre,melancholy,messy,misfit,moody,naive,narrow-minded,nosey,obnoxious,overconfident,pessimistic,petty,phony,possessive,prejudiced,profane,quarrelsome,radical,rash,rebellious,rigid,rude,sad,scheming,scolding,selfish,shallow,short-tempered,showy,shrewd,smug,solemn,spiteful,squeamish,stingy,strict,superficial,superstitious,theatrical,timid,troublesome,underhanded,unreasonable,unreliable,wasteful,weak,wishy-washy,feeltired,feelnervous,needcalm,feelhopeless,feelrestless,sitstill,feeldepressed,nocheer,feeleffort,feelworthless,last30,unablework,nodays,seeprofess,physicalhealth,tip_extrovert,tip_critical,tip_dependable,tip_anxious,tip_open,tip_reserved,tip_sympathetic,tip_disorganized,tip_calm,tip_conventional,oft_drink,typ_drinks,oft_six,cutback,criticized,feltguilty,steadynerves,K10,tip_reservedR,tip_criticalR,tip_disorgR,tip_anxR,tip_convenR,TIPI_Total,TIPI_Extroversion,TIPI_Agreeableness,TIPI_Conscientiousness,TIPI_EmoStab,TIPI_Openness,oftdrink,typdrink,oftsix,AUDITC,cutbk,critic,guilty,nerves,CAGE
R_3mmLGdi27FyJhtB,24,1,,1,,,,1,,,,,,english,36301,4,5,5,3,1,5,5,,,,,,,,,,,,,,,"Dothan, Alabama ",3,4,3,3,2,5,3,3,3,3,5,3,2,2,4,5,2,3,2,3,3,4,3,3,4,3,4,3,3,3,2,3,2,3,5,5,4,2,2,4,3,2,2,3,4,3,4,3,3,3,2,7,3,3,3,3,3,3,2,2,4,2,3,3,3,2,3,2,7,4,4,3,2,2,5,5,6,3,3,3,3,2,3,4,3,2,3,3,4,4,3,2,3,2,3,4,2,3,4,2,3,3,3,4,3,2,3,3,4,3,5,4,5,4,2,3,2,2,5,2,3,5,2,2,2,3,2,4,3,3,5,2,2,2,2,2,2,3,5,3,3,3,4,2,3,2,3,2,3,3,3,3,4,5,3,5,3,2,2,4,3,3,2,3,3,2,2,2,2,4,4,2,3,4,3,2,2,2,2,2,3,3,3,3,3,2,3,3,2,2,2,2,3,5,3,2,6,2,2,4,2,2,3,2,2,3,2,2,3,5,0,0,0,5,3,2,3,2,2,2,3,3,3,1,3,2,2,2,2,2,2,25,6,6,5,6,7,44,9,9,8,9,9,2,1,1,4,1,1,1,1,4
R_1K3fdOiykYcvwna,20,1,,1,,1,1,,,,,,,English,92563,4,3,6,2,1,5,5,,,,,,,,,,,,,,,San Diego,6,6,5,6,5,7,7,6,6,5,6,5,6,5,6,6,7,7,6,5,6,5,5,5,6,5,6,7,5,6,7,6,5,5,6,6,7,6,7,6,6,6,6,6,5,5,7,4,6,6,6,5,7,6,5,4,5,5,6,6,5,5,5,4,6,6,6,6,6,6,6,6,5,6,6,5,6,7,6,5,6,6,6,5,6,6,5,6,5,6,5,5,6,5,6,5,7,6,5,3,1,2,2,2,2,2,2,2,4,2,3,2,1,2,2,2,3,3,2,3,3,2,3,3,2,3,3,2,3,2,2,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,3,2,3,2,3,2,2,4,2,4,5,2,3,2,2,3,3,2,3,3,3,2,2,4,2,2,3,2,2,2,2,5,3,3,2,2,2,3,2,2,2,2,2,2,2,2,1,4,2,3,4,4,5,5,4,3,4,5,4,5,5,5,5,0,5,4,2,5,3,6,5,6,3,6,4,5,3,3,1,1,1,1,43,3,6,5,5,4,50,7,12,10,11,10,4,2,2,8,0,0,0,0,0
R_1DHDLKLEPftdoh9,43,1,,1,,,,,,,1,,,eng,74464,7,5,7,3,2,,,,,,,,,,,,,,,,,Seattle,6,5,6,4,6,5,5,6,5,4,6,5,5,5,4,5,5,4,6,5,6,5,6,6,6,4,6,6,5,5,4,6,5,6,5,4,6,6,6,5,5,7,4,5,5,6,3,5,6,4,5,6,6,6,4,4,4,4,4,5,4,5,6,5,4,6,5,6,6,6,6,6,6,4,6,6,4,5,5,5,5,6,6,3,4,5,5,6,4,5,5,6,6,6,6,6,6,6,5,5,2,2,5,4,4,2,5,3,2,6,3,2,3,4,2,2,3,6,4,3,3,2,4,4,5,3,5,5,2,2,5,4,4,4,2,2,4,4,4,5,2,2,3,4,4,2,4,2,4,3,4,2,5,5,4,5,6,5,3,2,3,3,5,4,2,2,3,4,4,2,2,3,5,3,4,2,2,5,3,5,2,4,2,5,4,4,5,3,3,2,2,5,2,2,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,5,0,0,0,5,2,4,5,5,6,6,6,3,4,4,2,1,1,2,2,2,2,33,2,4,5,3,4,41,4,10,10,7,10,1,0,0,1,1,1,1,1,4
R_2QKiSgypfoR2XkE,32,1,,1,,,,1,,,,,,English,30350,5,5,5,2,1,3,5,3,2,3,0,8,3,2,0,7,10,100,1,1,1,sandi springs,6,6,6,5,6,4,6,5,4,5,6,5,6,5,6,6,5,5,6,6,5,5,6,5,4,5,5,6,4,5,5,6,5,6,6,6,4,6,6,6,6,6,4,4,6,6,6,7,4,6,6,4,6,5,5,6,6,6,4,5,6,5,6,5,6,6,6,5,4,5,6,5,6,6,6,6,6,5,5,5,6,4,5,7,5,6,5,6,3,6,5,6,6,5,5,6,6,6,5,3,2,2,2,3,5,2,1,2,5,2,2,5,3,1,3,1,2,2,3,2,3,2,3,3,2,2,2,3,5,3,2,2,2,1,2,2,2,2,2,2,2,3,2,3,2,2,2,1,2,2,5,2,2,2,3,4,3,2,5,5,2,4,3,3,1,4,2,2,2,2,1,3,4,2,2,2,2,1,4,2,5,2,2,2,2,3,3,5,3,1,4,2,2,2,2,2,2,2,4,4,4,4,5,4,5,5,5,4,5,,0,1,0,4,6,1,6,1,6,1,6,3,6,3,4,1,2,2,1,2,2,45,7,7,5,7,5,61,13,13,11,13,11,3,0,1,4,1,0,1,1,3
R_3gUjSkRHmVRPuKU,27,1,,1,,,,,,,1,,,English,75123,5,4,3,4,1,2,2,,,,,,,,,,,,,,,Desoto,5,6,5,3,5,3,6,6,6,5,5,5,6,6,6,6,6,6,5,5,5,5,5,6,6,5,5,6,5,3,5,6,4,6,5,6,5,6,7,5,6,3,5,3,6,5,6,5,6,2,5,6,7,6,5,5,2,4,5,5,6,3,2,5,6,6,6,5,6,6,6,6,6,6,6,7,6,5,4,1,5,5,5,6,6,6,6,6,5,5,6,6,6,3,6,4,3,5,3,3,1,2,3,1,3,1,3,1,1,4,2,1,1,1,2,1,3,2,2,1,1,1,1,3,1,1,2,2,1,2,2,1,3,1,2,2,2,2,4,3,1,1,2,2,1,3,4,1,1,1,6,2,3,2,2,1,3,3,2,2,1,2,4,2,1,2,2,2,2,2,3,1,5,2,2,3,2,4,2,2,1,1,1,3,2,2,2,3,2,3,1,5,2,3,1,2,3,1,2,4,4,5,5,4,4,5,5,5,5,5,0,0,0,5,2,4,6,5,4,5,6,1,5,5,3,1,1,2,2,2,2,46,3,4,7,3,3,43,5,10,13,8,7,2,0,0,2,1,1,1,1,4
R_3R9imnoQKj15opU,37,1,,1,,,,,,,1,,,ENGLISH,29510,5,3,3,4,1,4,1,5,9,10,2,1,2,4,1,5,9,100,0,0,0,Andrews,6,6,6,7,4,6,7,6,5,6,7,5,7,6,7,5,5,6,6,4,4,7,7,6,5,6,6,7,2,4,5,7,2,5,3,6,6,6,6,5,6,6,7,7,7,5,6,6,6,7,6,4,3,7,7,6,7,6,4,6,6,6,7,6,6,6,7,7,4,6,5,6,6,7,6,6,3,5,3,6,6,6,6,4,3,6,6,6,3,2,6,6,6,6,3,6,7,6,6,1,1,2,1,1,4,1,1,2,5,1,1,2,2,1,5,1,1,1,1,2,5,5,3,3,2,1,1,1,2,5,1,1,5,1,1,1,1,1,6,1,1,1,1,1,1,2,1,1,1,1,6,1,1,1,2,1,1,2,1,2,1,6,1,1,1,4,1,4,2,1,1,1,1,1,1,1,1,5,3,1,4,2,1,5,5,5,1,1,5,1,1,2,1,2,1,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,1,7,1,7,1,5,1,6,2,5,2,4,1,2,2,2,50,7,7,7,7,6,64,12,12,14,13,13,4,1,3,8,0,1,1,1,3
R_2PcWQUwxVEF6f3Z,69,1,,1,,,,,,,1,,,english,88220,4,3,1,4,1,4,4,,,,,,,,,,,,,,,Gatesville,5,5,5,5,5,5,6,6,5,5,5,5,6,5,5,5,6,5,5,5,5,4,6,5,5,5,5,5,3,5,5,5,3,5,4,5,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,5,5,5,5,5,5,5,6,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,5,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,4,3,4,3,3,3,5,2,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,4,5,5,5,5,0,0,0,4,4,2,6,2,6,5,5,3,5,2,1,,,2,2,2,2,48,3,6,5,6,6,52,7,11,11,11,12,0,,,,1,1,1,1,4
R_RgjcFahecQxz5br,35,1,,1,,,,,,,1,,,English,88203,4,4,4,2,1,4,4,,,,,,,,,,,,,,,Southeast New Mexico,5,6,6,5,6,5,5,6,3,5,6,5,6,6,6,6,5,6,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,6,5,5,5,6,5,5,5,6,6,5,5,5,6,6,5,5,5,5,5,6,5,5,5,5,5,5,5,5,3,5,5,6,6,5,5,5,5,5,5,6,6,5,5,6,6,5,5,5,5,5,5,5,5,5,6,5,5,5,6,5,5,5,5,6,6,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,2,3,3,2,2,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,,1,2,0,4,3,2,6,2,6,5,6,2,6,3,1,,,2,2,2,2,40,3,6,6,6,5,53,6,12,12,12,11,0,,,,1,1,1,1,4
R_PS5MseMJXfP6v61,25,1,,1,,,,,,,1,,,english,37363,4,4,4,3,1,4,4,,,,,,,,,,,,,,,tennessee,3,4,5,4,3,6,5,3,4,5,5,5,5,5,4,4,4,5,5,5,3,6,5,6,4,5,4,5,3,3,3,4,3,3,5,4,5,5,5,3,4,4,4,4,3,5,5,3,5,5,6,3,5,5,5,4,6,3,3,5,3,3,5,4,4,5,4,5,4,3,5,4,6,5,4,5,4,4,3,3,5,4,4,5,3,4,6,6,5,5,3,3,5,5,4,4,5,4,5,4,3,5,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,3,3,5,4,4,4,5,4,5,5,4,5,3,4,4,5,5,3,3,4,5,5,5,3,3,3,5,4,4,6,4,3,4,3,4,5,3,4,5,6,4,3,4,5,5,3,3,4,5,3,4,3,4,3,4,5,5,4,5,4,4,3,3,5,4,5,3,4,6,4,5,5,3,3,4,5,5,3,4,5,3,4,3,2,4,4,4,3,4,3,4,4,5,0,0,0,3,4,3,4,5,5,5,5,4,5,4,3,1,1,2,2,2,2,35,3,5,4,3,4,42,7,10,8,8,9,2,0,0,2,1,1,1,1,4
R_3KPAjpU5BiXoF3q,23,1,,1,,,,,,,1,,,english,76087,3,7,5,2,1,4,4,,,,,,,,,,,,,,,Dallas-Fort Worth,6,4,5,4,5,5,6,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,3,3,4,5,5,6,5,5,6,6,5,6,4,5,5,5,4,6,5,4,5,6,6,4,5,5,4,5,4,3,4,4,4,5,4,2,5,5,5,5,4,5,6,5,5,4,5,6,5,3,5,5,4,5,5,5,2,2,5,5,5,4,6,6,6,5,3,6,5,5,5,5,2,2,2,3,2,3,2,4,3,2,4,2,2,2,3,2,1,3,2,3,2,3,3,2,3,3,3,3,2,2,2,2,5,3,2,3,2,2,2,4,3,2,2,3,2,3,6,3,3,3,2,3,2,3,2,1,3,2,5,3,3,4,3,3,2,2,4,2,4,2,2,3,2,4,2,2,3,2,3,2,3,2,3,2,4,2,4,4,3,2,1,3,4,2,2,3,2,3,3,2,5,5,5,5,5,5,5,5,5,5,,,,,,2,1,6,2,5,6,5,1,6,2,1,,,2,2,2,2,50,2,7,7,6,6,52,4,12,13,12,11,0,,,,1,1,1,1,4
R_1OHbrESTAADk5BD,30,1,,1,,,,,,,1,,,English,37167,7,5,4,3,1,5,5,,,,,,,,,,,,,,,Hancock,4,3,5,3,5,4,5,4,5,3,4,6,4,4,3,4,4,3,5,5,5,5,5,5,3,3,3,6,4,3,3,4,5,4,5,4,5,4,5,3,3,4,3,6,6,4,4,4,5,6,4,5,4,6,4,4,4,3,3,5,3,4,5,4,4,5,4,4,4,5,5,6,4,3,4,5,4,4,5,4,5,5,4,4,5,5,5,5,3,4,4,4,5,3,4,6,5,4,3,3,2,1,4,2,2,3,3,2,4,5,1,3,2,3,3,3,3,3,3,4,2,4,4,3,3,2,4,4,3,4,4,4,4,2,6,3,3,4,4,4,3,2,5,4,4,3,4,2,3,3,4,2,4,4,2,2,4,4,3,3,2,2,4,3,4,3,4,2,2,3,3,3,5,2,4,3,3,4,2,2,2,2,4,4,2,2,3,4,4,2,4,5,2,4,3,4,3,4,3,4,4,5,4,5,4,5,5,5,4,5,0,7,0,4,3,2,3,5,5,4,6,1,3,3,3,3,2,2,2,2,2,45,4,6,7,3,5,45,7,12,10,6,10,2,2,1,5,1,1,1,1,4
R_10pawwQFcwWMVmN,21,2,,4,Pansexual,,,,,,1,,,English,18336,4,4,2,3,1,4,4,,,,,,,,,,,,,,,"Matamoras, PA",5,6,5,6,6,6,5,6,5,7,5,5,6,5,3,7,6,3,5,5,6,6,7,5,7,5,6,5,6,6,6,7,4,6,6,6,3,5,6,7,6,6,6,7,6,7,6,6,7,5,6,6,7,7,7,6,2,5,7,5,5,6,2,5,6,5,6,5,6,6,5,6,5,5,7,7,4,7,6,5,6,6,5,6,6,7,5,6,4,6,7,5,6,2,7,5,5,6,6,2,1,1,2,1,2,1,5,2,2,2,2,6,4,1,3,2,5,6,2,2,1,3,2,5,3,4,3,2,6,1,2,2,3,2,3,2,3,2,6,2,3,1,2,1,5,1,1,5,5,5,4,2,2,2,6,6,5,5,1,5,2,1,5,4,2,5,1,2,2,2,3,3,6,2,2,3,3,4,1,5,1,3,5,6,2,1,2,4,2,5,5,5,2,3,2,1,2,4,4,2,1,1,2,3,3,3,5,3,4,4,1,4,0,2,1,1,5,6,5,7,7,3,4,1,2,1,1,2,2,2,2,27,1,7,5,2,7,44,2,14,10,6,12,1,0,0,1,1,1,1,1,4
R_1g60vvzhyLCXtSQ,26,1,,1,,,,,,,1,,,English,1854,5,4,4,4,1,3,3,,,,,,,,,,,,,,,"Lowell, MA",5,4,5,5,5,5,5,5,5,3,3,5,6,5,3,5,5,4,4,4,4,6,6,5,6,3,5,5,4,3,3,5,3,5,4,3,4,3,5,5,3,5,4,6,6,4,3,4,6,6,5,5,5,4,3,6,2,5,4,4,5,4,6,4,5,5,5,4,6,7,6,6,5,2,6,6,5,5,5,6,5,6,4,3,4,6,6,4,3,3,3,5,6,3,5,6,6,4,6,4,2,3,2,4,5,3,5,3,3,3,5,3,3,4,3,3,5,5,4,3,3,5,4,5,2,2,4,5,2,4,4,4,5,3,4,3,3,3,4,6,3,3,2,3,4,5,2,2,4,3,3,3,4,5,3,4,5,4,3,3,3,3,5,3,2,4,3,3,3,4,3,5,5,3,5,5,3,4,2,3,3,5,5,5,3,3,5,4,2,2,4,5,3,3,3,3,2,4,3,3,3,4,4,3,4,4,4,3,4,5,0,2,0,3,3,5,6,6,7,5,3,4,3,2,4,3,4,1,1,1,2,36,3,3,4,2,6,40,6,6,10,5,13,3,2,3,8,0,0,0,1,1
R_24B1MbId3U7E4aB,29,1,,1,,,,,,,1,,,english,63130,6,7,7,2,1,4,4,,,,,,,,,,,,,,,St. Louis,5,5,5,5,5,7,5,6,5,5,6,5,5,6,5,6,7,6,5,6,5,5,6,3,5,6,6,5,6,6,6,5,5,5,6,7,5,5,7,6,6,5,5,6,5,6,6,5,5,5,5,7,6,7,5,5,5,7,5,5,7,7,7,6,5,2,5,5,5,7,5,5,5,6,5,7,5,5,7,6,5,6,5,5,6,5,5,6,6,5,6,5,5,5,6,5,5,6,7,2,5,3,2,6,1,3,1,2,3,5,1,3,1,5,1,5,3,2,3,1,2,2,1,7,2,1,5,6,5,2,1,1,2,2,3,6,2,2,1,2,5,1,1,2,2,4,5,2,1,5,1,2,1,3,3,2,1,3,5,2,6,2,4,5,5,5,1,3,3,3,5,6,2,3,2,1,2,2,5,2,1,5,2,1,2,2,2,5,6,4,2,4,5,3,4,2,1,1,2,5,5,5,5,5,5,5,5,5,5,,0,0,0,5,3,2,2,2,5,6,5,2,7,5,3,2,3,2,2,2,2,50,2,6,6,6,3,45,5,11,8,13,8,2,1,2,5,1,1,1,1,4
R_26kTwPmMK7Tr6NK,30,1,,1,,1,,,,,,,,English,30519,7,5,5,2,1,4,4,,,,,,,,,,,,,,,Atlanta,6,6,6,6,6,6,6,6,5,5,6,7,7,7,6,6,6,7,6,5,6,6,7,6,7,7,7,7,2,5,6,5,5,6,6,5,6,6,6,7,6,7,6,7,6,5,7,6,7,7,7,6,6,7,5,6,4,6,6,6,6,6,6,6,5,7,7,6,7,7,6,7,5,7,7,6,6,7,7,7,5,6,6,5,6,7,7,6,4,6,4,6,6,6,7,7,7,6,7,1,1,1,1,1,4,1,1,1,3,1,3,1,1,1,2,1,5,4,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,4,1,7,1,4,5,4,1,7,5,2,1,1,2,2,2,2,50,3,7,7,7,3,53,7,11,14,14,7,1,0,0,1,1,1,1,1,4
R_1PUkzbBdlD2EgZ9,28,2,,1,,,,,,,1,,,English,4073,5,4,4,2,1,2,2,,,,,,,,,,,,,,,West Palm Beach,7,5,5,6,3,2,6,6,7,1,6,6,7,7,5,5,2,7,4,7,6,7,5,6,6,5,6,7,1,3,2,4,1,4,2,4,7,1,4,4,3,3,5,5,7,2,1,3,7,5,5,7,4,7,3,2,1,4,2,5,5,6,5,4,2,7,6,6,7,6,5,7,7,5,7,6,2,7,6,7,5,6,7,2,1,6,5,5,2,3,3,4,5,3,7,7,6,5,6,1,1,1,2,1,5,1,5,1,3,6,4,2,1,7,6,5,6,7,1,1,1,5,3,5,1,3,5,3,5,6,5,3,4,1,1,1,5,1,6,6,2,1,1,3,3,5,2,1,1,2,5,2,3,3,1,5,1,3,1,5,1,3,6,5,2,5,5,1,1,2,1,1,7,1,3,7,5,5,3,1,2,7,7,7,6,3,5,7,3,1,1,5,1,3,1,1,3,3,4,5,4,5,5,5,5,5,5,5,5,,0,0,0,4,1,5,7,5,5,7,1,1,6,5,5,1,1,1,2,1,2,49,1,3,7,3,3,37,2,4,14,9,8,4,0,0,4,0,1,0,1,2
R_3DcMSbdJBOiQ0Pq,36,2,,1,,,,,,,1,,,English,6851,5,7,7,1,2,,,,,,,,,,,,,,,,,"Honolulu, HI",5,6,5,5,7,6,6,6,5,7,6,6,6,6,5,7,6,7,7,7,7,5,7,7,7,5,6,6,5,6,7,7,7,7,6,7,7,7,7,6,6,7,6,6,6,7,7,7,5,4,6,6,7,7,6,6,7,6,6,7,6,5,5,7,7,6,6,5,6,5,6,6,5,7,7,6,5,7,6,5,6,5,6,7,6,7,7,7,5,7,7,6,7,6,7,6,6,7,6,2,1,1,2,2,3,1,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,3,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,3,2,3,2,2,2,2,3,1,3,2,1,2,2,2,2,2,2,2,1,2,2,3,1,1,2,2,2,2,4,2,2,1,2,1,2,3,2,3,3,1,1,2,2,1,2,1,5,5,5,5,5,5,5,5,5,5,5,,,,,5,1,5,2,7,4,6,2,7,2,4,1,1,2,2,2,2,50,4,7,6,6,6,59,9,13,11,13,13,3,0,0,3,1,1,1,1,4
R_3OrktIvqTr7F8iK,31,1,,1,,,,,,,1,,,English,77005,5,5,7,4,1,4,4,,,,,,,,,,,,,,,Houston,6,4,7,6,6,3,7,6,7,3,5,6,6,5,4,7,6,3,7,6,7,7,6,7,7,5,6,6,2,5,5,6,7,7,7,3,6,6,7,5,6,5,3,6,5,6,6,3,6,7,5,5,7,7,5,3,2,5,4,7,7,5,5,6,5,7,6,4,7,7,5,7,5,3,7,7,3,6,6,3,6,7,4,3,6,7,7,7,6,7,7,7,7,3,7,2,6,5,6,4,1,1,1,1,2,1,6,1,3,5,2,3,1,2,1,1,1,3,2,1,1,2,4,2,2,1,5,1,3,6,3,3,3,1,3,1,1,1,4,6,1,1,1,1,2,5,3,1,2,1,6,2,1,3,1,3,1,3,1,5,1,1,3,1,1,2,1,2,1,2,1,3,2,1,5,1,1,1,1,2,3,1,3,4,1,5,5,3,1,5,1,7,1,1,1,1,1,3,1,3,3,5,4,2,3,3,5,3,4,6,0,4,0,5,2,1,7,5,5,7,7,1,5,5,4,4,4,1,2,2,2,35,1,7,7,3,3,47,3,14,14,8,8,3,3,3,9,0,1,1,1,3
R_3eh4cOfbi2H8Hyi,22,1,,1,,,,,,,1,,,English,18103,4,3,1,2,1,4,4,,,,,,,,,,,,,,,Philadelphia,5,5,5,3,5,5,5,4,3,5,4,3,3,5,5,4,3,4,5,5,4,3,4,4,3,4,4,3,2,4,3,5,4,4,5,4,4,4,5,5,4,4,4,5,4,5,5,4,4,3,3,6,4,5,4,4,5,5,5,5,4,3,5,5,4,3,5,4,3,3,4,4,3,6,4,4,5,5,4,2,4,4,4,4,4,4,4,3,4,3,3,3,3,5,4,3,3,3,4,3,5,3,4,6,4,4,7,5,4,2,4,6,7,4,4,4,7,5,4,7,7,5,4,5,4,5,7,4,4,5,5,3,7,6,5,5,4,6,5,7,7,5,4,7,4,4,6,4,3,4,6,5,4,6,4,5,5,4,7,6,5,4,5,4,5,5,3,5,7,4,3,5,7,5,2,5,4,5,5,5,6,3,5,7,5,6,6,7,7,4,5,6,5,3,6,4,6,4,7,3,3,3,4,4,4,2,3,3,2,5,0,5,0,5,3,4,5,5,5,4,5,4,3,4,1,,,2,2,2,2,31,4,4,4,3,4,40,7,9,9,6,9,0,,,,1,1,1,1,4
R_saKfYIvNiNiDBRv,41,2,,1,,,,,,,1,,,English,97206,5,3,3,1,1,4,2,1,2,1,2,1,1,1,3,4,4,95,5,0,0,"Portland, OR",5,4,5,3,4,5,5,4,6,4,5,4,4,5,2,6,4,2,5,6,6,4,5,5,6,3,4,5,6,4,4,6,5,5,6,3,3,4,6,5,4,5,4,6,5,6,4,4,5,3,5,6,6,5,2,4,2,3,4,5,4,3,3,5,4,6,5,6,6,6,3,6,4,4,5,6,2,5,4,4,4,5,6,4,7,5,6,5,4,5,4,5,6,3,6,6,5,4,4,4,1,2,6,5,2,2,5,1,1,4,3,1,2,1,1,1,2,6,4,2,2,2,5,3,4,4,5,5,3,4,5,5,6,2,2,2,3,3,4,7,2,2,3,4,4,5,3,2,5,2,4,4,5,7,2,5,6,6,2,4,2,1,5,2,4,4,2,4,3,2,2,2,5,2,5,2,2,2,2,5,2,3,2,5,2,5,4,3,3,5,4,6,2,2,3,2,3,4,4,3,2,4,3,4,5,2,4,4,3,5,0,5,1,5,1,5,6,7,2,7,7,2,2,6,1,,,2,2,2,2,34,1,3,6,1,2,31,2,10,12,3,4,0,,,,1,1,1,1,4
R_2PaFSCiSj9LL83U,29,2,,1,,1,,,,,,,,English,90020,4,5,4,2,1,2,2,,,,,,,,,,,,,,,"La Puente, California",7,6,6,7,7,6,7,7,7,4,5,6,7,7,6,7,7,7,7,7,7,7,6,6,7,2,7,7,4,5,5,7,7,6,6,6,6,7,7,7,6,5,7,6,6,7,5,6,7,6,7,7,7,6,6,6,5,6,6,7,7,5,7,7,6,5,7,6,6,7,6,7,6,7,7,7,5,6,7,6,5,6,7,4,6,7,7,7,3,7,6,7,7,6,7,6,7,6,5,2,2,2,2,2,2,2,4,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,1,2,1,1,3,2,2,2,1,2,1,2,2,1,2,2,5,2,2,4,2,2,2,6,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,3,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,5,5,4,4,5,4,4,4,4,5,2,2,0,4,4,1,6,2,5,4,6,2,6,4,2,1,2,2,2,2,2,43,4,7,6,6,4,54,8,13,12,12,9,1,0,1,2,1,1,1,1,4
